"WKT","Idcko","Datum","Cas","denvtydnu","weekday","Nocden","daynight","Misto","Udalost","Incident","Vyrizeni","closing","Zdroj","Source","Y","X"
"POINT (16.5964902200001 49.18876886)","186668","2017/05/08","1899/12/30","Pondělí","Monday","Noc","Night","Brno, Vaclavska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.18876886000","16.59649022000"
"POINT (16.6313737900001 49.2015884)","186906","2017/05/07","1899/12/30","Neděle","Sunday","Noc","Night","Brno, Zabrdovicka","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20158840000","16.63137379000"
"POINT (16.63820228 49.2024920700001)","187112","2017/05/06","1899/12/30","Sobota","Saturday","Den","Day","Brno, Kopernikova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20249207000","16.63820228000"
"POINT (16.63968902 49.2031766)","187116","2017/05/06","1899/12/30","Sobota","Saturday","Den","Day","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.63968902 49.2031766)","187164","2017/05/06","1899/12/30","Sobota","Saturday","Den","Day","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.64208052 49.1963088)","187184","2017/05/06","1899/12/30","Sobota","Saturday","Den","Day","Brno, Jilkova","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19630880000","16.64208052000"
"POINT (16.5840708 49.2252573100001)","187568","2017/05/05","1899/12/30","Pátek","Friday","Den","Day","Brno, cervinkova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22525731000","16.58407080000"
"POINT (16.6266472200001 49.19048056)","187774","2017/05/04","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Krenova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19048056000","16.62664722000"
"POINT (16.6049788300001 49.2021028500001)","188207","2017/05/03","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Antoninska","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20210285000","16.60497883000"
"POINT (16.6097560900001 49.19321051)","188435","2017/05/03","1899/12/30","Středa","Wednesday","Den","Day","Brno, Masarykova","Pěší zóna - vjezd cyklistu","Pedestrian zone - cyclist entry","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19321051000","16.60975609000"
"POINT (16.6588636700001 49.2102878600001)","188536","2017/05/03","1899/12/30","Středa","Wednesday","Den","Day","Brno, Vlcnovska","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21028786000","16.65886367000"
"POINT (16.59848838 49.1881967)","189301","2017/05/02","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Kridlovicka","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18819670000","16.59848838000"
"POINT (16.63893928 49.2099973)","189364","2017/05/01","1899/12/30","Pondělí","Monday","Noc","Night","Brno, Markety Kuncove","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20999730000","16.63893928000"
"POINT (16.6284493900001 49.20597923)","189415","2017/05/01","1899/12/30","Pondělí","Monday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.6284493900001 49.20597923)","189417","2017/05/01","1899/12/30","Pondělí","Monday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.6284493900001 49.20597923)","189418","2017/05/01","1899/12/30","Pondělí","Monday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.6284493900001 49.20597923)","189419","2017/05/01","1899/12/30","Pondělí","Monday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.59436328 49.23178919)","189589","2017/04/30","1899/12/30","Neděle","Sunday","Den","Day","Brno, Sportovni","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.23178919000","16.59436328000"
"POINT (16.5969901 49.20374947)","189689","2017/04/30","1899/12/30","Neděle","Sunday","Noc","Night","Brno, Veveri","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20374947000","16.59699010000"
"POINT (16.59394164 49.2168390800001)","189731","2017/04/29","1899/12/30","Sobota","Saturday","Den","Day","Brno, Chodska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21683908000","16.59394164000"
"POINT (16.63968902 49.2031766)","190723","2017/04/26","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.66312334 49.1841986200001)","191240","2017/04/26","1899/12/30","Středa","Wednesday","Den","Day","Brno, Olomoucka","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18419862000","16.66312334000"
"POINT (16.59734631 49.1996656900001)","191254","2017/04/26","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Gorkeho","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19966569000","16.59734631000"
"POINT (16.59734631 49.1996656900001)","191255","2017/04/26","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Gorkeho","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19966569000","16.59734631000"
"POINT (16.6615729800001 49.20607563)","191456","2017/04/25","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Palavske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20607563000","16.66157298000"
"POINT (16.6553720700001 49.2076270700001)","191823","2017/04/24","1899/12/30","Pondělí","Monday","Noc","Night","Brno, Tvrdonicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20762707000","16.65537207000"
"POINT (16.6284493900001 49.20597923)","191857","2017/04/24","1899/12/30","Pondělí","Monday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.6375751800001 49.2012119300001)","191979","2017/04/24","1899/12/30","Pondělí","Monday","Den","Day","Brno, Bubenickova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20121193000","16.63757518000"
"POINT (16.59938749 49.1810188800001)","192140","2017/04/24","1899/12/30","Pondělí","Monday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101888000","16.59938749000"
"POINT (16.59938749 49.1810188800001)","192144","2017/04/24","1899/12/30","Pondělí","Monday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101888000","16.59938749000"
"POINT (16.62049024 49.1758702500001)","192264","2017/04/24","1899/12/30","Pondělí","Monday","Den","Day","Brno, Marianske namesti","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17587025000","16.62049024000"
"POINT (16.5955158 49.16376989)","192491","2017/04/23","1899/12/30","Neděle","Sunday","Den","Day","Brno, Bohunicka","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.16376989000","16.59551580000"
"POINT (16.5700483 49.2424029100001)","192495","2017/04/23","1899/12/30","Neděle","Sunday","Den","Day","Brno, Rysova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.24240291000","16.57004830000"
"POINT (16.59868787 49.2064888300001)","193581","2017/04/20","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Tuckova","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20648883000","16.59868787000"
"POINT (16.6375751800001 49.2012119300001)","193817","2017/04/19","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Bubenickova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20121193000","16.63757518000"
"POINT (16.6220664300001 49.2001598300001)","194968","2017/04/14","1899/12/30","Pátek","Friday","Noc","Night","Brno, Bratislavska","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20015983000","16.62206643000"
"POINT (16.6063041 49.1932384200001)","195047","2017/04/14","1899/12/30","Pátek","Friday","Noc","Night","Brno, Dominikanska","Cyklista - Alkohol nad 0,3 promile","Cyclist - alcohol over 0,3","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.19323842000","16.60630410000"
"POINT (16.6340649100001 49.1951308100001)","195511","2017/04/12","1899/12/30","Středa","Wednesday","Noc","Night","Brno, samalova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19513081000","16.63406491000"
"POINT (16.63278131 49.1980072600001)","195519","2017/04/12","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Krokova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19800726000","16.63278131000"
"POINT (16.60739327 49.19160313)","195567","2017/04/12","1899/12/30","Středa","Wednesday","Den","Day","Brno, Petrska","Pěší zóna - vjezd cyklistu","Pedestrian zone - cyclist entry","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19160313000","16.60739327000"
"POINT (16.60739327 49.19160313)","195579","2017/04/12","1899/12/30","Středa","Wednesday","Den","Day","Brno, Petrska","Pěší zóna - vjezd cyklistu","Pedestrian zone - cyclist entry","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.19160313000","16.60739327000"
"POINT (16.60739327 49.19160313)","195588","2017/04/12","1899/12/30","Středa","Wednesday","Den","Day","Brno, Petrska","Pěší zóna - vjezd cyklistu","Pedestrian zone - cyclist entry","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19160313000","16.60739327000"
"POINT (16.64208052 49.1963088)","195635","2017/04/12","1899/12/30","Středa","Wednesday","Den","Day","Brno, Jilkova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19630880000","16.64208052000"
"POINT (16.6615729800001 49.20607563)","195665","2017/04/12","1899/12/30","Středa","Wednesday","Den","Day","Brno, Palavske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20607563000","16.66157298000"
"POINT (16.48162684 49.2518064700001)","195978","2017/04/11","1899/12/30","Úterý","Tuesday","Noc","Night","Brno, Rakovecka","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.25180647000","16.48162684000"
"POINT (16.62049024 49.1758702500001)","196402","2017/04/11","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Marianske namesti","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17587025000","16.62049024000"
"POINT (16.61609214 49.17027991)","196566","2017/04/10","1899/12/30","Pondělí","Monday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991000","16.61609214000"
"POINT (16.61609214 49.17027991)","196725","2017/04/10","1899/12/30","Pondělí","Monday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991000","16.61609214000"
"POINT (16.62509857 49.1753786800001)","197036","2017/04/09","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.62509857 49.1753786800001)","197037","2017/04/09","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.62509857 49.1753786800001)","197038","2017/04/09","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.62509857 49.1753786800001)","197039","2017/04/09","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.61609214 49.17027991)","197061","2017/04/09","1899/12/30","Neděle","Sunday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991000","16.61609214000"
